STATE,COUNTY,2010_AVERAGE_HOUSEHOLD_INCOME,RATIO_NO_HS_DIPLOMA,SVI_SCORE_SOCIOECONOMIC,AVERAGE_UP_SPEED,AVERAGE_DL_SPEED
ALABAMA,AUTAUGA,52449.0,4.566666666666666,0.5251916666666666,2.0021601208457835,18.639242123435476
ALABAMA,BALDWIN,50784.12903225807,3.941935483870967,0.43639677419354844,9.67187346489922,19.526174925154276
ALABAMA,BARBOUR,32808.333333333336,6.188888888888889,0.8808555555555555,1.654343444347994,9.124524947381454
ALABAMA,BIBB,37101.25,4.275,0.641925,1.6377190131480566,7.715639533165904
ALABAMA,BLOUNT,45531.88888888889,4.688888888888888,0.6250333333333332,1.8204034682079535,10.972366763005779
ALABAMA,BULLOCK,34887.666666666664,8.1,0.8574999999999999,1.5306743834927388,8.338701560140915
ALABAMA,BUTLER,32042.666666666668,5.4,0.7054111111111111,1.498883914627677,11.419998334200937
ALABAMA,CALHOUN,38283.32142857143,5.807142857142857,0.7338142857142858,2.0136735760326134,16.091291993264804
ALABAMA,CHAMBERS,31560.11111111111,5.78888888888889,0.6799888888888889,2.220466544789623,21.818702376599635
ALABAMA,CHEROKEE,37872.666666666664,5.3999999999999995,0.6763333333333333,1.671073106821412,11.158165778670625
ALABAMA,CHILTON,41664.77777777778,5.633333333333333,0.7151000000000001,1.5340272006043185,9.408993199848885
ALABAMA,CHOCTAW,31941.75,5.1,0.795425,1.6081604732853025,7.810131262710297
ALABAMA,CLARKE,32128.777777777777,6.366666666666668,0.8367444444444446,2.406586072817095,14.057490279250619
ALABAMA,CLAY,33963.0,7.175,0.738475,1.6133801459451205,11.450613245215477
ALABAMA,CLEBURNE,36955.5,5.6000000000000005,0.74795,1.4369773404889157,7.1875635062611805
ALABAMA,COFFEE,42508.857142857145,4.114285714285714,0.6417785714285714,7.012180824954346,14.41923173145436
ALABAMA,COLBERT,41220.57142857143,5.021428571428572,0.6442214285714286,3.167099945622484,16.946942468733006
ALABAMA,CONECUH,29539.4,6.56,0.8375,1.9202878362764475,10.302254497441822
ALABAMA,COOSA,34930.666666666664,5.633333333333333,0.6683,1.982340304500624,18.89768512631755
ALABAMA,COVINGTON,34637.142857142855,5.421428571428572,0.7358785714285715,1.553541289475354,8.753826549651025
ALABAMA,CRENSHAW,38783.833333333336,5.716666666666668,0.6634000000000001,7.321116385038956,13.222399088665272
ALABAMA,CULLMAN,39611.666666666664,5.633333333333334,0.6763111111111111,2.040218996859104,21.10562291805463
ALABAMA,DALE,44549.28571428572,5.035714285714286,0.6867714285714285,6.835067067066929,14.188147647647648
ALABAMA,DALLAS,29641.133333333335,6.486666666666668,0.8356933333333333,1.9066656223296716,17.53253916263173
ALABAMA,ELMORE,54778.333333333336,4.366666666666666,0.5321666666666667,1.8384852173911685,13.070793043478224
ALABAMA,ESCAMBIA,31559.88888888889,5.866666666666666,0.8492555555555554,2.373844696216869,14.111333863380377
ALABAMA,ETOWAH,36069.2,6.343333333333334,0.7027366666666668,3.332297117345824,20.246934072278027
ALABAMA,FAYETTE,34916.0,5.2,0.74596,1.5369890554364456,8.072972876516777
ALABAMA,FRANKLIN,38558.666666666664,6.133333333333334,0.7512333333333333,1.8480510988027827,16.190482043952116
ALABAMA,GENEVA,35104.333333333336,4.95,0.7918166666666667,1.6146381371930527,9.406430998831253
ALABAMA,GREENE,24645.333333333332,7.433333333333334,0.9640666666666666,1.6713816959873935,7.441077683336627
ALABAMA,HALE,30848.833333333332,5.266666666666667,0.7844000000000001,13.009515542995516,23.338673395236174
ALABAMA,HENRY,38688.5,5.7,0.7407166666666667,2.2218544084400516,11.281378146194424
ALABAMA,HOUSTON,39565.86363636364,2.872727272727273,0.6903136363636364,3.7053050578914077,18.604081901279706
ALABAMA,JACKSON,38804.181818181816,4.454545454545454,0.7352090909090908,7.382888958891045,21.78478610804851
ALABAMA,JEFFERSON,47248.01226993865,4.530674846625767,0.5860460122699388,2.222034845581561,22.82593550344059
ALABAMA,LAMAR,35902.666666666664,4.2,0.763,1.608674647177277,10.978295614919354
ALABAMA,LAUDERDALE,37771.954545454544,4.990909090909091,0.6114772727272727,3.04741091210256,16.11182172067502
ALABAMA,LAWRENCE,39675.0,5.844444444444444,0.7114888888888888,1.800308068958329,14.809010711006836
ALABAMA,LEE,41993.18518518518,4.722222222222222,0.5891185185185186,32.329517494382415,49.83013949649195
ALABAMA,LIMESTONE,47242.1875,5.58125,0.6462125,2.279688989295763,21.541647033510838
ALABAMA,LOWNDES,28215.5,6.125,0.8956999999999999,1.50395600000004,7.344889600000001
ALABAMA,MACON,28500.5,7.091666666666666,0.8327249999999998,1.8408650661187547,16.472808576197203
ALABAMA,MADISON,58117.82191780822,4.054794520547945,0.46853835616438355,3.0036300650262286,17.834026214458724
ALABAMA,MARENGO,33721.333333333336,6.233333333333334,0.7714,1.8188698630135363,10.110143835616437
ALABAMA,MARION,33282.5,5.4624999999999995,0.718275,1.6165780743097018,9.439319581318479
ALABAMA,MARSHALL,39374.666666666664,4.705882352941177,0.6820352941176472,2.7578749576413504,23.012532023043036
ALABAMA,MOBILE,39938.318584070796,5.609734513274337,0.6612557522123896,9.655630017450585,18.329047520083122
ALABAMA,MONROE,28606.285714285714,6.2,0.9102857142857143,2.2180233444495987,12.941241067174847
ALABAMA,MONTGOMERY,46758.984615384616,5.590769230769232,0.6137707692307693,2.334809863607575,23.90134477463644
ALABAMA,MORGAN,47850.74074074074,6.140740740740741,0.5710666666666666,2.2767748066297107,23.593250534069977
ALABAMA,PERRY,29623.0,7.8999999999999995,0.9314333333333334,1.5417151734852845,7.439358881408596
ALABAMA,PICKENS,29481.4,4.76,0.8126000000000001,1.6662104085058267,8.711351706771124
ALABAMA,PIKE,32588.5,6.824999999999999,0.792775,11.280830448291018,16.42426808699512
ALABAMA,RANDOLPH,35943.5,6.400000000000001,0.6968,1.5685570840444467,11.59877979716839
ALABAMA,RUSSELL,34156.46153846154,5.484615384615386,0.7493692307692309,1.9795681472873772,10.699291446956833
