COUNTY,MP_NOHSDP,STATE
MADISON,1.5,ALABAMA
SHELBY,1,ALABAMA
MADISON,1.2,ALABAMA
MADISON,1,ALABAMA
JEFFERSON,0.7,ALABAMA
SHELBY,3.7,ALABAMA
TUSCALOOSA,2.3,ALABAMA
JEFFERSON,0.4,ALABAMA
SHELBY,3.5,ALABAMA
MADISON,0.9,ALABAMA
MADISON,0.8,ALABAMA
JEFFERSON,1.2,ALABAMA
SHELBY,1.1,ALABAMA
SHELBY,1.8,ALABAMA
JEFFERSON,0.4,ALABAMA
MADISON,0.9,ALABAMA
JEFFERSON,3.4,ALABAMA
MORGAN,2.9,ALABAMA
JEFFERSON,0.8,ALABAMA
JEFFERSON,0.8,ALABAMA
SHELBY,2.1,ALABAMA
MOBILE,4.5,ALABAMA
SHELBY,1.4,ALABAMA
JEFFERSON,0.9,ALABAMA
MADISON,2,ALABAMA
JEFFERSON,1.3,ALABAMA
MADISON,1.4,ALABAMA
JEFFERSON,2.8,ALABAMA
MADISON,3.2,ALABAMA
MONTGOMERY,3.9,ALABAMA
SHELBY,0.8,ALABAMA
ELMORE,2,ALABAMA
SHELBY,3.8,ALABAMA
JEFFERSON,3,ALABAMA
MADISON,1.4,ALABAMA
JEFFERSON,2.7,ALABAMA
MADISON,1.1,ALABAMA
SHELBY,1.3,ALABAMA
JEFFERSON,1.1,ALABAMA
SHELBY,1.9,ALABAMA
MONTGOMERY,2.6,ALABAMA
MONTGOMERY,2.7,ALABAMA
JEFFERSON,2,ALABAMA
JEFFERSON,4.9,ALABAMA
MADISON,0.8,ALABAMA
MADISON,3.6,ALABAMA
JEFFERSON,1.5,ALABAMA
MOBILE,1.9,ALABAMA
SHELBY,1.9,ALABAMA
MOBILE,4,ALABAMA
MADISON,2.2,ALABAMA
MONTGOMERY,2.3,ALABAMA
MADISON,1.3,ALABAMA
MONTGOMERY,2.6,ALABAMA
MOBILE,1.4,ALABAMA
SHELBY,2,ALABAMA
TUSCALOOSA,5.2,ALABAMA
SHELBY,2.7,ALABAMA
MADISON,1.3,ALABAMA
SHELBY,3.1,ALABAMA
MONTGOMERY,1.9,ALABAMA
MADISON,2.4,ALABAMA
JEFFERSON,2.6,ALABAMA
JEFFERSON,4,ALABAMA
SHELBY,3.6,ALABAMA
JEFFERSON,1.9,ALABAMA
COFFEE,1.8,ALABAMA
ETOWAH,5.7,ALABAMA
MADISON,1.3,ALABAMA
TUSCALOOSA,2.7,ALABAMA
JEFFERSON,2.5,ALABAMA
MADISON,1.8,ALABAMA
MADISON,4,ALABAMA
JEFFERSON,3.7,ALABAMA
MOBILE,3.5,ALABAMA
MONTGOMERY,1.5,ALABAMA
MONTGOMERY,2,ALABAMA
MADISON,2.4,ALABAMA
TUSCALOOSA,2.3,ALABAMA
TUSCALOOSA,2.1,ALABAMA
SHELBY,3.9,ALABAMA
JEFFERSON,3.4,ALABAMA
MOBILE,4.5,ALABAMA
SHELBY,1.9,ALABAMA
MADISON,4.1,ALABAMA
MONTGOMERY,1.8,ALABAMA
JEFFERSON,2.4,ALABAMA
ELMORE,3.6,ALABAMA
BALDWIN,2.3,ALABAMA
JEFFERSON,3.2,ALABAMA
COLBERT,3.8,ALABAMA
BALDWIN,4.7,ALABAMA
SHELBY,1.8,ALABAMA
JEFFERSON,2.2,ALABAMA
SHELBY,4.7,ALABAMA
TUSCALOOSA,4.9,ALABAMA
ETOWAH,2.9,ALABAMA
MADISON,1.6,ALABAMA
MONTGOMERY,2.8,ALABAMA
JEFFERSON,3.2,ALABAMA
ST. CLAIR,2.9,ALABAMA
LIMESTONE,2.9,ALABAMA
BALDWIN,1.1,ALABAMA
MONTGOMERY,3.6,ALABAMA
JEFFERSON,0.7,ALABAMA
MOBILE,2.7,ALABAMA
LAUDERDALE,2.9,ALABAMA
MOBILE,6.3,ALABAMA
COVINGTON,4.2,ALABAMA
MORGAN,8.3,ALABAMA
MONTGOMERY,1.7,ALABAMA
MADISON,3.1,ALABAMA
JEFFERSON,3,ALABAMA
AUTAUGA,2.2,ALABAMA
JEFFERSON,2,ALABAMA
TALLADEGA,3.1,ALABAMA
BALDWIN,2.7,ALABAMA
TUSCALOOSA,1.2,ALABAMA
MOBILE,2.1,ALABAMA
JEFFERSON,2.3,ALABAMA
LAUDERDALE,4.8,ALABAMA
BALDWIN,3.2,ALABAMA
SHELBY,2.4,ALABAMA
CALHOUN,2.8,ALABAMA
LEE,1.7,ALABAMA
ETOWAH,2.8,ALABAMA
BALDWIN,2.4,ALABAMA
JEFFERSON,4,ALABAMA
JEFFERSON,3.8,ALABAMA
MADISON,1.4,ALABAMA
JEFFERSON,2,ALABAMA
MADISON,3.8,ALABAMA
SHELBY,6,ALABAMA
MOBILE,2.5,ALABAMA
JEFFERSON,3.2,ALABAMA
JEFFERSON,3,ALABAMA
SHELBY,3.4,ALABAMA
BALDWIN,1.9,ALABAMA
MADISON,4.3,ALABAMA
BALDWIN,1.4,ALABAMA
MARION,6.5,ALABAMA
MOBILE,3.8,ALABAMA
AUTAUGA,3.4,ALABAMA
SHELBY,1.8,ALABAMA
CALHOUN,3.8,ALABAMA
DALE,4.8,ALABAMA
MORGAN,3.3,ALABAMA
TUSCALOOSA,4,ALABAMA
BALDWIN,2.8,ALABAMA
SHELBY,2.5,ALABAMA
MORGAN,2.9,ALABAMA
LAWRENCE,5.7,ALABAMA
MADISON,3.2,ALABAMA
MADISON,2.4,ALABAMA
JEFFERSON,2.8,ALABAMA
MONTGOMERY,0.8,ALABAMA
TALLAPOOSA,2.2,ALABAMA
MONTGOMERY,4.3,ALABAMA
MOBILE,3,ALABAMA
TUSCALOOSA,2,ALABAMA
CLAY,5.7,ALABAMA
MADISON,2.2,ALABAMA
COLBERT,4,ALABAMA
JEFFERSON,3.4,ALABAMA
BIBB,2.4,ALABAMA
JEFFERSON,3.3,ALABAMA
JEFFERSON,5.2,ALABAMA
BUTLER,3.9,ALABAMA
JEFFERSON,1.8,ALABAMA
TALLADEGA,6.1,ALABAMA
CULLMAN,7.6,ALABAMA
MORGAN,4.9,ALABAMA
BALDWIN,4.5,ALABAMA
ETOWAH,3.3,ALABAMA
TUSCALOOSA,4.8,ALABAMA
JEFFERSON,2.3,ALABAMA
LIMESTONE,4.2,ALABAMA
MOBILE,2.9,ALABAMA
ELMORE,3.3,ALABAMA
LIMESTONE,7.1,ALABAMA
MORGAN,5.1,ALABAMA
AUTAUGA,3.6,ALABAMA
ST. CLAIR,5.2,ALABAMA
JEFFERSON,4.7,ALABAMA
HOUSTON,0.8,ALABAMA
CULLMAN,5,ALABAMA
LEE,8.5,ALABAMA
JEFFERSON,3.2,ALABAMA
BALDWIN,2.6,ALABAMA
ST. CLAIR,4.7,ALABAMA
SHELBY,4.8,ALABAMA
JEFFERSON,1.8,ALABAMA
LIMESTONE,2.9,ALABAMA
MOBILE,3.4,ALABAMA
MADISON,3.7,ALABAMA
MOBILE,3.3,ALABAMA
SHELBY,3.4,ALABAMA
CALHOUN,4.6,ALABAMA
BALDWIN,1.5,ALABAMA
ELMORE,3,ALABAMA
CALHOUN,3.5,ALABAMA
TUSCALOOSA,3.4,ALABAMA
CHILTON,5.7,ALABAMA
MONTGOMERY,2,ALABAMA
JEFFERSON,1.8,ALABAMA
TUSCALOOSA,3.8,ALABAMA
ETOWAH,5.1,ALABAMA
RUSSELL,4.4,ALABAMA
JACKSON,3.8,ALABAMA
LEE,3.1,ALABAMA
AUTAUGA,4,ALABAMA
ELMORE,4.5,ALABAMA
DEKALB,8.5,ALABAMA
CHEROKEE,5.5,ALABAMA
BLOUNT,2.9,ALABAMA
COFFEE,3.1,ALABAMA
DALLAS,3.1,ALABAMA
BUTLER,4.4,ALABAMA
MADISON,3.8,ALABAMA
TUSCALOOSA,3,ALABAMA
COOSA,7,ALABAMA
ST. CLAIR,2.9,ALABAMA
TALLAPOOSA,3.8,ALABAMA
BALDWIN,4.8,ALABAMA
MARSHALL,4.6,ALABAMA
MADISON,2.5,ALABAMA
TALLAPOOSA,6.9,ALABAMA
MADISON,4.6,ALABAMA
LAUDERDALE,4,ALABAMA
CULLMAN,5.4,ALABAMA
ETOWAH,3,ALABAMA
MADISON,2.2,ALABAMA
MOBILE,5.6,ALABAMA
LEE,6.3,ALABAMA
JEFFERSON,1.4,ALABAMA
CULLMAN,5,ALABAMA
JEFFERSON,3.4,ALABAMA
LEE,4.3,ALABAMA
SHELBY,3.1,ALABAMA
FRANKLIN,3.6,ALABAMA
ETOWAH,5.4,ALABAMA
MOBILE,4.4,ALABAMA
MORGAN,3.4,ALABAMA
JEFFERSON,3.1,ALABAMA
MORGAN,3.8,ALABAMA
MOBILE,3.8,ALABAMA
TUSCALOOSA,3.4,ALABAMA
CULLMAN,6.8,ALABAMA
COFFEE,3.6,ALABAMA
LAUDERDALE,4.7,ALABAMA
SHELBY,4.1,ALABAMA
SHELBY,4.5,ALABAMA
LEE,3.7,ALABAMA
LEE,3.8,ALABAMA
MONTGOMERY,2.8,ALABAMA
LEE,1.9,ALABAMA
LIMESTONE,4.5,ALABAMA
JEFFERSON,2.8,ALABAMA
MOBILE,1.8,ALABAMA
SHELBY,4.7,ALABAMA
CHEROKEE,4.3,ALABAMA
LAUDERDALE,4,ALABAMA
TUSCALOOSA,5,ALABAMA
DALLAS,3.8,ALABAMA
LAUDERDALE,5,ALABAMA
ETOWAH,5.2,ALABAMA
LAUDERDALE,4.4,ALABAMA
TUSCALOOSA,3.5,ALABAMA
WINSTON,6.1,ALABAMA
MADISON,4.3,ALABAMA
MOBILE,4.7,ALABAMA
DALE,0.9,ALABAMA
JEFFERSON,5,ALABAMA
COLBERT,4,ALABAMA
LAUDERDALE,2.3,ALABAMA
MACON,5.5,ALABAMA
LAUDERDALE,2.9,ALABAMA
JEFFERSON,3.5,ALABAMA
TUSCALOOSA,4.1,ALABAMA
HOUSTON,2.2,ALABAMA
LEE,2.9,ALABAMA
HOUSTON,0.8,ALABAMA
ETOWAH,4.5,ALABAMA
MOBILE,3.9,ALABAMA
TUSCALOOSA,4.9,ALABAMA
MADISON,2.7,ALABAMA
MARSHALL,4.7,ALABAMA
COFFEE,2.2,ALABAMA
BLOUNT,4.2,ALABAMA
COVINGTON,4.4,ALABAMA
DALE,4.9,ALABAMA
TUSCALOOSA,2.9,ALABAMA
BALDWIN,2.2,ALABAMA
LAMAR,3.2,ALABAMA
LEE,2.9,ALABAMA
BALDWIN,2.3,ALABAMA
TUSCALOOSA,5.9,ALABAMA
CLEBURNE,4.2,ALABAMA
ELMORE,3.9,ALABAMA
TUSCALOOSA,4.9,ALABAMA
MONTGOMERY,3.5,ALABAMA
MONTGOMERY,3.5,ALABAMA
MOBILE,3.8,ALABAMA
SHELBY,7.3,ALABAMA
LAWRENCE,6.2,ALABAMA
SHELBY,7.5,ALABAMA
MONTGOMERY,2.4,ALABAMA
MOBILE,3.3,ALABAMA
MARSHALL,2.3,ALABAMA
MADISON,3.3,ALABAMA
ST. CLAIR,4.2,ALABAMA
DEKALB,4.6,ALABAMA
MADISON,5.7,ALABAMA
WALKER,5.1,ALABAMA
MOBILE,6.7,ALABAMA
MOBILE,5.2,ALABAMA
CHILTON,6.4,ALABAMA
ETOWAH,3.2,ALABAMA
GENEVA,4.9,ALABAMA
LEE,4.1,ALABAMA
MORGAN,5.8,ALABAMA
JEFFERSON,4.8,ALABAMA
LEE,4,ALABAMA
MOBILE,3.8,ALABAMA
COLBERT,3.9,ALABAMA
JEFFERSON,2,ALABAMA
CHEROKEE,6.2,ALABAMA
MORGAN,8.6,ALABAMA
CRENSHAW,5.5,ALABAMA
MOBILE,6,ALABAMA
LEE,2.1,ALABAMA
LEE,5,ALABAMA
COLBERT,3.3,ALABAMA
MADISON,3.4,ALABAMA
HOUSTON,5,ALABAMA
CALHOUN,5,ALABAMA
TUSCALOOSA,4.6,ALABAMA
MONTGOMERY,4.9,ALABAMA
LIMESTONE,5.3,ALABAMA
TUSCALOOSA,3.1,ALABAMA
CULLMAN,4.5,ALABAMA
JEFFERSON,3.1,ALABAMA
MADISON,4.8,ALABAMA
MOBILE,4.7,ALABAMA
MORGAN,3.2,ALABAMA
JEFFERSON,2.2,ALABAMA
JEFFERSON,4.1,ALABAMA
TUSCALOOSA,3.7,ALABAMA
LEE,4.5,ALABAMA
JEFFERSON,4.8,ALABAMA
TUSCALOOSA,5.6,ALABAMA
MADISON,4.9,ALABAMA
MONTGOMERY,7.4,ALABAMA
MORGAN,5.7,ALABAMA
MOBILE,4.2,ALABAMA
MADISON,3.6,ALABAMA
MORGAN,5.8,ALABAMA
JEFFERSON,2.5,ALABAMA
HOUSTON,3.4,ALABAMA
LAUDERDALE,2.9,ALABAMA
DEKALB,5.1,ALABAMA
BALDWIN,3.5,ALABAMA
WALKER,5.7,ALABAMA
LEE,3.4,ALABAMA
JEFFERSON,2.4,ALABAMA
BALDWIN,6,ALABAMA
HOUSTON,5,ALABAMA
LEE,9,ALABAMA
JEFFERSON,2.9,ALABAMA
CRENSHAW,6.3,ALABAMA
WINSTON,5.1,ALABAMA
GENEVA,5.7,ALABAMA
CLAY,10.3,ALABAMA
MOBILE,4.5,ALABAMA
COVINGTON,3.9,ALABAMA
COVINGTON,5.3,ALABAMA
DALE,5.3,ALABAMA
MOBILE,2.5,ALABAMA
JEFFERSON,4,ALABAMA
HENRY,4.2,ALABAMA
ST. CLAIR,4.2,ALABAMA
BUTLER,3.9,ALABAMA
MONTGOMERY,2.6,ALABAMA
SHELBY,5.3,ALABAMA
ELMORE,4.7,ALABAMA
DALE,6.4,ALABAMA
BALDWIN,3.3,ALABAMA
JACKSON,5.2,ALABAMA
MONTGOMERY,3.3,ALABAMA
MARSHALL,3.5,ALABAMA
MOBILE,2.8,ALABAMA
HOUSTON,1.4,ALABAMA
CONECUH,6.9,ALABAMA
SHELBY,5.4,ALABAMA
SHELBY,3.2,ALABAMA
BULLOCK,8.5,ALABAMA
RUSSELL,2.5,ALABAMA
MADISON,4.3,ALABAMA
JEFFERSON,3,ALABAMA
DALE,3.1,ALABAMA
AUTAUGA,3.2,ALABAMA
JEFFERSON,1.7,ALABAMA
MORGAN,9,ALABAMA
ST. CLAIR,5.3,ALABAMA
TUSCALOOSA,3.9,ALABAMA
JEFFERSON,2.7,ALABAMA
SUMTER,3.9,ALABAMA
MOBILE,8.8,ALABAMA
CLARKE,5.9,ALABAMA
PIKE,4,ALABAMA
MARSHALL,5.5,ALABAMA
MOBILE,4.8,ALABAMA
BALDWIN,5.6,ALABAMA
TALLADEGA,3.2,ALABAMA
JEFFERSON,2.8,ALABAMA
CALHOUN,6.5,ALABAMA
BALDWIN,3.4,ALABAMA
LAWRENCE,6,ALABAMA
RANDOLPH,5.4,ALABAMA
MOBILE,4.1,ALABAMA
COLBERT,4,ALABAMA
MOBILE,8.7,ALABAMA
PICKENS,3.7,ALABAMA
LAUDERDALE,2.9,ALABAMA
MADISON,3.9,ALABAMA
FRANKLIN,5.2,ALABAMA
COOSA,4.3,ALABAMA
ETOWAH,4.7,ALABAMA
MOBILE,4.6,ALABAMA
JEFFERSON,3.2,ALABAMA
CHAMBERS,4.6,ALABAMA
CULLMAN,5.3,ALABAMA
LAWRENCE,8.3,ALABAMA
BALDWIN,5.2,ALABAMA
TUSCALOOSA,7.8,ALABAMA
CHAMBERS,3.4,ALABAMA
COFFEE,3.9,ALABAMA
FAYETTE,5.8,ALABAMA
ETOWAH,4.6,ALABAMA
LAUDERDALE,4.8,ALABAMA
JACKSON,4.2,ALABAMA
JEFFERSON,5.1,ALABAMA
CALHOUN,4.6,ALABAMA
JEFFERSON,4.9,ALABAMA
CALHOUN,3.4,ALABAMA
MOBILE,5.6,ALABAMA
RUSSELL,4.1,ALABAMA
MADISON,7.2,ALABAMA
MARION,6,ALABAMA
MARION,6.4,ALABAMA
LIMESTONE,5.7,ALABAMA
LEE,5,ALABAMA
COLBERT,4.3,ALABAMA
BALDWIN,2.6,ALABAMA
COFFEE,4.3,ALABAMA
JEFFERSON,3.1,ALABAMA
MONTGOMERY,3.9,ALABAMA
MOBILE,6.6,ALABAMA
LIMESTONE,3.7,ALABAMA
MONTGOMERY,7.8,ALABAMA
COFFEE,3.6,ALABAMA
JEFFERSON,2.3,ALABAMA
MORGAN,5.3,ALABAMA
WALKER,5.6,ALABAMA
JACKSON,3.8,ALABAMA
MOBILE,4.6,ALABAMA
LAUDERDALE,4.4,ALABAMA
AUTAUGA,3.2,ALABAMA
MADISON,4.3,ALABAMA
CLEBURNE,5.1,ALABAMA
MOBILE,7.6,ALABAMA
ST. CLAIR,4.6,ALABAMA
PIKE,5.8,ALABAMA
WALKER,8.7,ALABAMA
MOBILE,4.7,ALABAMA
JEFFERSON,3.2,ALABAMA
ETOWAH,4.9,ALABAMA
CULLMAN,5.5,ALABAMA
MOBILE,4.4,ALABAMA
TALLADEGA,5.7,ALABAMA
LAWRENCE,7.1,ALABAMA
CULLMAN,6.7,ALABAMA
JEFFERSON,2.8,ALABAMA
COFFEE,3.7,ALABAMA
BALDWIN,4.8,ALABAMA
WINSTON,6.3,ALABAMA
MOBILE,7.6,ALABAMA
SHELBY,4,ALABAMA
SHELBY,5.7,ALABAMA
MONTGOMERY,7.1,ALABAMA
JEFFERSON,3.3,ALABAMA
FAYETTE,6.8,ALABAMA
DALE,4.9,ALABAMA
HENRY,4.9,ALABAMA
SHELBY,7.9,ALABAMA
JEFFERSON,4.5,ALABAMA
MOBILE,4,ALABAMA
HOUSTON,2,ALABAMA
MADISON,5.9,ALABAMA
LIMESTONE,7.8,ALABAMA
MACON,6.1,ALABAMA
FRANKLIN,5,ALABAMA
MONTGOMERY,7.8,ALABAMA
BALDWIN,3.6,ALABAMA
BIBB,6,ALABAMA
BIBB,4.7,ALABAMA
FRANKLIN,4.4,ALABAMA
COVINGTON,3.6,ALABAMA
JEFFERSON,6.5,ALABAMA
LAUDERDALE,5.9,ALABAMA
ETOWAH,5.9,ALABAMA
PIKE,7.2,ALABAMA
LEE,7.4,ALABAMA
WASHINGTON,6.3,ALABAMA
LAWRENCE,4.9,ALABAMA
LAWRENCE,4.6,ALABAMA
MOBILE,5.2,ALABAMA
JEFFERSON,4.3,ALABAMA
CALHOUN,6.1,ALABAMA
MORGAN,4.4,ALABAMA
MOBILE,5.3,ALABAMA
MONTGOMERY,4.7,ALABAMA
COVINGTON,10.3,ALABAMA
WALKER,9,ALABAMA
CHEROKEE,4.5,ALABAMA
PICKENS,5,ALABAMA
CULLMAN,3.7,ALABAMA
DEKALB,5.6,ALABAMA
BLOUNT,5.9,ALABAMA
MOBILE,8.2,ALABAMA
MARION,4.7,ALABAMA
ESCAMBIA,4.5,ALABAMA
COFFEE,3.8,ALABAMA
MARSHALL,3.2,ALABAMA
MACON,6,ALABAMA
HOUSTON,1.8,ALABAMA
CHEROKEE,6.9,ALABAMA
MOBILE,2.8,ALABAMA
MONTGOMERY,5.6,ALABAMA
MORGAN,8.1,ALABAMA
WINSTON,4.9,ALABAMA
MOBILE,5.2,ALABAMA
PERRY,8.7,ALABAMA
CLARKE,7.4,ALABAMA
MADISON,3.1,ALABAMA
AUTAUGA,5.7,ALABAMA
MACON,12.5,ALABAMA
DEKALB,4.4,ALABAMA
CULLMAN,6.6,ALABAMA
BUTLER,6.7,ALABAMA
CULLMAN,3.5,ALABAMA
JEFFERSON,4.2,ALABAMA
TALLADEGA,6.3,ALABAMA
LIMESTONE,5.4,ALABAMA
HOUSTON,4.4,ALABAMA
HALE,5,ALABAMA
MACON,4.4,ALABAMA
BALDWIN,5.8,ALABAMA
TUSCALOOSA,3.5,ALABAMA
HENRY,7.2,ALABAMA
BLOUNT,4.4,ALABAMA
TALLADEGA,5.7,ALABAMA
CALHOUN,4,ALABAMA
CALHOUN,6.4,ALABAMA
MADISON,4.3,ALABAMA
MOBILE,5.7,ALABAMA
MOBILE,4.3,ALABAMA
MORGAN,5.2,ALABAMA
RANDOLPH,8,ALABAMA
LEE,4.8,ALABAMA
CHAMBERS,7.8,ALABAMA
MOBILE,11.2,ALABAMA
DEKALB,4.1,ALABAMA
MADISON,6.8,ALABAMA
RUSSELL,5.1,ALABAMA
JACKSON,5.2,ALABAMA
JEFFERSON,3.9,ALABAMA
ELMORE,5.5,ALABAMA
CALHOUN,5.5,ALABAMA
JEFFERSON,4.7,ALABAMA
JEFFERSON,5.7,ALABAMA
CHILTON,3.6,ALABAMA
TUSCALOOSA,18.3,ALABAMA
TUSCALOOSA,5.9,ALABAMA
TUSCALOOSA,5.4,ALABAMA
JEFFERSON,4.8,ALABAMA
CULLMAN,5,ALABAMA
MARSHALL,4.1,ALABAMA
CALHOUN,5.6,ALABAMA
MOBILE,4.9,ALABAMA
COLBERT,5.4,ALABAMA
ST. CLAIR,5.8,ALABAMA
HALE,4.4,ALABAMA
MOBILE,6.2,ALABAMA
CHILTON,4.9,ALABAMA
MARSHALL,2.5,ALABAMA
LEE,4.4,ALABAMA
CHILTON,4.6,ALABAMA
HALE,5.8,ALABAMA
JEFFERSON,6.2,ALABAMA
BLOUNT,4.7,ALABAMA
MOBILE,5.3,ALABAMA
MONTGOMERY,4.9,ALABAMA
WASHINGTON,3.6,ALABAMA
CHAMBERS,11.7,ALABAMA
MOBILE,5.9,ALABAMA
CLAY,4.4,ALABAMA
TALLADEGA,5.6,ALABAMA
LEE,8.5,ALABAMA
HOUSTON,2.5,ALABAMA
SHELBY,6,ALABAMA
WALKER,3.5,ALABAMA
MOBILE,3.9,ALABAMA
MARENGO,4.3,ALABAMA
DALLAS,4.1,ALABAMA
TALLADEGA,5.4,ALABAMA
MARENGO,5.5,ALABAMA
ESCAMBIA,4,ALABAMA
BUTLER,5.9,ALABAMA
MONROE,5,ALABAMA
WASHINGTON,5.6,ALABAMA
JEFFERSON,4.7,ALABAMA
MONROE,7.3,ALABAMA
JEFFERSON,5.9,ALABAMA
JEFFERSON,5.7,ALABAMA
COLBERT,6.7,ALABAMA
BLOUNT,5.4,ALABAMA
JEFFERSON,4.5,ALABAMA
ETOWAH,5.3,ALABAMA
JEFFERSON,5.7,ALABAMA
RANDOLPH,4.7,ALABAMA
LIMESTONE,4,ALABAMA
LAUDERDALE,3.7,ALABAMA
MOBILE,6.1,ALABAMA
SHELBY,5.8,ALABAMA
MOBILE,5.9,ALABAMA
BALDWIN,5.5,ALABAMA
CLARKE,4.5,ALABAMA
MOBILE,5.1,ALABAMA
MOBILE,4.4,ALABAMA
CRENSHAW,5.9,ALABAMA
AUTAUGA,4,ALABAMA
MOBILE,5.9,ALABAMA
BUTLER,4.2,ALABAMA
CALHOUN,3.5,ALABAMA
CALHOUN,5.9,ALABAMA
MONROE,3,ALABAMA
MONROE,12,ALABAMA
CHAMBERS,4.1,ALABAMA
LIMESTONE,8.3,ALABAMA
MOBILE,7.5,ALABAMA
TUSCALOOSA,4.4,ALABAMA
CLEBURNE,7.8,ALABAMA
WALKER,5.5,ALABAMA
TALLADEGA,5,ALABAMA
SHELBY,5,ALABAMA
JEFFERSON,6.5,ALABAMA
MOBILE,8.2,ALABAMA
JEFFERSON,4.9,ALABAMA
BLOUNT,4.5,ALABAMA
WALKER,3.8,ALABAMA
RUSSELL,5.1,ALABAMA
MOBILE,7.9,ALABAMA
MONTGOMERY,5.2,ALABAMA
CONECUH,5.9,ALABAMA
MORGAN,3.8,ALABAMA
JEFFERSON,6.2,ALABAMA
CULLMAN,5,ALABAMA
COVINGTON,4.6,ALABAMA
CALHOUN,7,ALABAMA
CHAMBERS,4.4,ALABAMA
TUSCALOOSA,6,ALABAMA
HENRY,4.9,ALABAMA
COLBERT,6.6,ALABAMA
MOBILE,3.4,ALABAMA
PIKE,4.1,ALABAMA
COLBERT,4.7,ALABAMA
FAYETTE,3.3,ALABAMA
MONTGOMERY,4.6,ALABAMA
AUTAUGA,5.8,ALABAMA
CALHOUN,5.6,ALABAMA
MOBILE,4.6,ALABAMA
COVINGTON,4.8,ALABAMA
ST. CLAIR,5.7,ALABAMA
LEE,4.7,ALABAMA
WALKER,4.5,ALABAMA
JEFFERSON,2.8,ALABAMA
WALKER,5.7,ALABAMA
ELMORE,4,ALABAMA
DALLAS,6.5,ALABAMA
SHELBY,7,ALABAMA
MOBILE,6,ALABAMA
MADISON,3.7,ALABAMA
HENRY,7.9,ALABAMA
JACKSON,4.5,ALABAMA
CONECUH,5.7,ALABAMA
COVINGTON,4.1,ALABAMA
ST. CLAIR,5,ALABAMA
BALDWIN,6,ALABAMA
COFFEE,4.9,ALABAMA
DEKALB,4.9,ALABAMA
CALHOUN,9,ALABAMA
RUSSELL,4.4,ALABAMA
TALLADEGA,5,ALABAMA
MOBILE,5.3,ALABAMA
MONTGOMERY,5.2,ALABAMA
ST. CLAIR,4.6,ALABAMA
ELMORE,6.2,ALABAMA
MOBILE,6.4,ALABAMA
MONTGOMERY,4.7,ALABAMA
DALE,7.4,ALABAMA
MADISON,6.1,ALABAMA
ELMORE,4.9,ALABAMA
CRENSHAW,7.3,ALABAMA
JEFFERSON,4.5,ALABAMA
JEFFERSON,4.9,ALABAMA
MARENGO,7,ALABAMA
MARSHALL,5.1,ALABAMA
MOBILE,7.9,ALABAMA
MORGAN,8.1,ALABAMA
MONTGOMERY,7.4,ALABAMA
TUSCALOOSA,5.4,ALABAMA
MARSHALL,3,ALABAMA
AUTAUGA,7.5,ALABAMA
CHAMBERS,6.7,ALABAMA
CULLMAN,7.2,ALABAMA
BLOUNT,4.3,ALABAMA
HOUSTON,1.9,ALABAMA
MARENGO,6.8,ALABAMA
JEFFERSON,4.1,ALABAMA
CLARKE,5.8,ALABAMA
WASHINGTON,6.6,ALABAMA
WALKER,4.5,ALABAMA
JEFFERSON,4.2,ALABAMA
ESCAMBIA,4.2,ALABAMA
MADISON,4,ALABAMA
FRANKLIN,6.3,ALABAMA
CHILTON,7.3,ALABAMA
MARION,4.1,ALABAMA
JEFFERSON,4.3,ALABAMA
COLBERT,6.3,ALABAMA
JEFFERSON,7.7,ALABAMA
MOBILE,6.5,ALABAMA
RANDOLPH,7.1,ALABAMA
MONTGOMERY,3.3,ALABAMA
TALLADEGA,6.8,ALABAMA
JACKSON,4.1,ALABAMA
MOBILE,4.3,ALABAMA
DEKALB,6.7,ALABAMA
MOBILE,7.9,ALABAMA
COFFEE,6.4,ALABAMA
JACKSON,4.6,ALABAMA
FAYETTE,5.5,ALABAMA
MARENGO,6.6,ALABAMA
COLBERT,4.7,ALABAMA
MONTGOMERY,11.1,ALABAMA
MORGAN,6.2,ALABAMA
ESCAMBIA,5.7,ALABAMA
MOBILE,4.7,ALABAMA
JEFFERSON,6.5,ALABAMA
MOBILE,6.7,ALABAMA
LAUDERDALE,6.1,ALABAMA
JEFFERSON,5.8,ALABAMA
BALDWIN,6,ALABAMA
HOUSTON,2.4,ALABAMA
TALLAPOOSA,6,ALABAMA
CHOCTAW,4.4,ALABAMA
RUSSELL,4.8,ALABAMA
ELMORE,4.7,ALABAMA
JEFFERSON,5.1,ALABAMA
BALDWIN,3.7,ALABAMA
LIMESTONE,5.2,ALABAMA
TUSCALOOSA,8,ALABAMA
MONTGOMERY,9.7,ALABAMA
PIKE,12,ALABAMA
COVINGTON,4.9,ALABAMA
WALKER,6.9,ALABAMA
DALE,6.2,ALABAMA
CHILTON,6,ALABAMA
TALLADEGA,7.2,ALABAMA
COFFEE,4.3,ALABAMA
JEFFERSON,6.6,ALABAMA
WILCOX,6.5,ALABAMA
TUSCALOOSA,8,ALABAMA
GENEVA,5.2,ALABAMA
ESCAMBIA,6,ALABAMA
GENEVA,4,ALABAMA
DALLAS,7.3,ALABAMA
DALE,4.9,ALABAMA
BARBOUR,5.9,ALABAMA
TALLAPOOSA,4.7,ALABAMA
SHELBY,5.2,ALABAMA
TALLADEGA,6.6,ALABAMA
